product_id,category,subcategory,brand,unit_size,unit_measure,mrp,supplier_id,shelf_life_days,import_flag
P00597,Toys & Stationery,Art Supplies,Classmate,1 pc,pcs,547.57,SUP007,0,Domestic
P00598,FMCG,Dairy,PepsiCo,2L,L,27.19,SUP041,43,Domestic
P00599,FMCG,Dairy,Amul,1kg,g,318.33,SUP039,114,Domestic
P00600,Grocery,Atta & Flour,Aashirvaad,10kg,g,356.33,SUP065,230,Domestic
P00601,Electronics,Batteries,boAt,Pack of 4,pcs,4966.06,SUP018,0,Domestic
P00602,Grocery,Pulses,India Gate,5L,L,802.03,SUP030,177,Domestic
P00603,Grocery,Spices,MDH,5kg,g,667.16,SUP072,114,Domestic
P00604,Footwear,Women's Footwear,Dmart Fashion,UK7,pcs,688.17,SUP074,0,Domestic
P00605,Personal Care,Skincare,L'Oreal,50ml,L,416.38,SUP042,1086,Domestic
P00606,Apparel,Women's Wear,Dmart Fashion,Free Size,pcs,368.81,SUP022,0,Domestic
P00607,Home & Kitchen,Appliances,Prestige,Set of 3,pcs,535.13,SUP111,0,Domestic
P00608,Toys & Stationery,Art Supplies,Classmate,Pack of 10,pcs,849.64,SUP028,0,Domestic
P00609,Home & Kitchen,Cleaning Supplies,Bajaj,500ml,L,2600.65,SUP085,0,Domestic
P00610,Home & Kitchen,Storage & Containers,Dmart Premia (Own Brand),Set of 3,pcs,1676.75,SUP060,0,Domestic
P00611,Home & Kitchen,Utensils,Prestige,1 pc,pcs,3197.43,SUP068,0,Domestic
P00612,FMCG,Packaged Food,ITC,50g,g,33.18,SUP084,14,Domestic
P00613,Personal Care,Bath & Body,Himalaya,200ml,L,502.48,SUP089,909,Domestic
P00614,Electronics,Lighting,Syska,1 pc,pcs,425.47,SUP056,0,Domestic
P00615,Apparel,Nightwear,MinCloud,L,pcs,657.97,SUP041,0,Domestic
P00616,Footwear,Men's Footwear,Relaxo,Free Size,pcs,606.41,SUP086,0,Domestic
P00617,Home & Kitchen,Utensils,Cello,Set of 3,pcs,1135.48,SUP001,0,Domestic
P00618,Grocery,Rice,India Gate,1L,L,71.21,SUP047,321,Domestic
P00619,Footwear,Kids Footwear,Ortho+Rest,UK9,pcs,2457.97,SUP108,0,Domestic
P00620,Personal Care,Oral Care,Himalaya,50ml,L,624.54,SUP055,588,Domestic
P00621,Home & Kitchen,Appliances,Dmart Premia (Own Brand),Set of 6,pcs,4352.19,SUP101,0,Domestic
P00622,FMCG,Beverages,PepsiCo,500g,g,175.5,SUP057,29,Domestic
P00623,Apparel,Innerwear,Divena,M,pcs,1437.56,SUP102,0,Domestic
P00624,Apparel,Women's Wear,Adore,L,pcs,397.54,SUP023,0,Domestic
P00625,Grocery,Pulses,India Gate,500g,g,885.94,SUP081,265,Domestic
P00626,Electronics,Mobile Accessories,Eveready,Pack of 4,pcs,1236.17,SUP040,0,Domestic
P00627,Toys & Stationery,Toys,Dmart Premia (Own Brand),1 pc,pcs,172.14,SUP060,0,Domestic
P00628,FMCG,Packaged Food,ITC,2L,L,145.59,SUP008,221,Domestic
P00629,Home & Kitchen,Appliances,Dmart Premia (Own Brand),Set of 6,pcs,2665.21,SUP098,0,Imported
P00630,Grocery,Rice,MDH,5kg,g,507.72,SUP053,258,Domestic
P00631,Apparel,Men's Wear,Divena,L,pcs,1449.94,SUP015,0,Domestic
P00632,FMCG,Snacks,Nestle,1kg,g,233.25,SUP120,146,Domestic
P00633,FMCG,Confectionery,Nestle,500g,g,208.48,SUP117,109,Domestic
P00634,Toys & Stationery,School Bags,Hot Wheels,Set of 5,pcs,298.69,SUP042,0,Domestic
P00635,Grocery,Edible Oil,Aashirvaad,1L,L,198.04,SUP023,154,Domestic
P00636,Toys & Stationery,Art Supplies,Camlin,1 pc,pcs,726.19,SUP102,0,Domestic
P00637,Home & Kitchen,Cookware,Pigeon,1L,L,2757.97,SUP005,0,Imported
P00638,Personal Care,Haircare,L'Oreal,150g,g,683.6,SUP119,928,Domestic
P00639,Toys & Stationery,Toys,Camlin,Pack of 10,pcs,712.13,SUP101,0,Domestic
P00640,Footwear,Women's Footwear,Fiesta,Free Size,pcs,806.23,SUP032,0,Domestic
P00641,Apparel,Nightwear,MinCloud,M,pcs,1407.52,SUP057,0,Domestic
P00642,Personal Care,Bath & Body,HUL,200ml,L,503.87,SUP099,681,Domestic
P00643,Electronics,Small Appliances,Eveready,Pack of 4,pcs,507.85,SUP108,0,Domestic
P00644,Electronics,Mobile Accessories,Philips,1 pc,pcs,5924.01,SUP060,0,Domestic
P00645,Electronics,Small Appliances,Syska,1 pc,pcs,1503.79,SUP107,0,Domestic
P00646,Electronics,Lighting,Syska,Pack of 2,pcs,3153.36,SUP031,0,Domestic
P00647,Home & Kitchen,Appliances,Bajaj,500ml,L,194.93,SUP051,0,Domestic
P00648,Electronics,Small Appliances,Havells,1 pc,pcs,3627.88,SUP077,0,Domestic
P00649,Toys & Stationery,Toys,Funskool,Pack of 10,pcs,1213.35,SUP051,0,Domestic
P00650,Apparel,Innerwear,MinCloud,L,pcs,249.22,SUP053,0,Domestic
P00651,Apparel,Nightwear,MinCloud,Free Size,pcs,1864.73,SUP077,0,Domestic
P00652,Apparel,Nightwear,Divena,S,pcs,520.79,SUP026,0,Domestic
P00653,Home & Kitchen,Appliances,Dmart Premia (Own Brand),500ml,L,1274.01,SUP091,0,Domestic
P00654,FMCG,Snacks,Parle,500ml,L,130.77,SUP120,141,Imported
P00655,Home & Kitchen,Appliances,Prestige,1L,L,3290.86,SUP003,0,Domestic
P00656,Footwear,Men's Footwear,Ortho+Rest,UK8,pcs,806.34,SUP053,0,Domestic
P00657,Home & Kitchen,Cleaning Supplies,Prestige,500ml,L,1973.2,SUP095,0,Domestic
P00658,Personal Care,Skincare,L'Oreal,200ml,L,215.92,SUP060,500,Domestic
P00659,Apparel,Nightwear,Adore,M,pcs,1837.79,SUP114,0,Domestic
P00660,Home & Kitchen,Cookware,Cello,Set of 6,pcs,4453.08,SUP046,0,Domestic
P00661,Toys & Stationery,Pens & Pencils,Hot Wheels,1 pc,pcs,1102.87,SUP028,0,Domestic
P00662,FMCG,Confectionery,Amul,250ml,L,359.16,SUP035,129,Domestic
P00663,Grocery,Atta & Flour,Tata,10kg,g,488.57,SUP110,304,Domestic
P00664,Home & Kitchen,Appliances,Pigeon,1L,L,3011.63,SUP117,0,Domestic
P00665,Apparel,Innerwear,MinCloud,M,pcs,1743.99,SUP114,0,Domestic
P00666,Grocery,Rice,India Gate,1L,L,235.16,SUP002,160,Domestic
P00667,Electronics,Lighting,boAt,1 pc,pcs,446.48,SUP048,0,Domestic
P00668,Home & Kitchen,Cleaning Supplies,Tupperware,1 pc,pcs,4042.93,SUP032,0,Imported
P00669,FMCG,Dairy,PepsiCo,2L,L,111.96,SUP017,175,Domestic
P00670,Grocery,Rice,Aashirvaad,1kg,g,583.64,SUP084,363,Domestic
P00671,Home & Kitchen,Storage & Containers,Dmart Premia (Own Brand),500ml,L,4061.86,SUP053,0,Domestic
P00672,Personal Care,Haircare,Colgate-Palmolive,200ml,L,470.84,SUP093,802,Domestic
P00673,Footwear,Men's Footwear,Dmart Fashion,UK6,pcs,1617.07,SUP062,0,Domestic
P00674,Electronics,Mobile Accessories,Syska,Pack of 4,pcs,151.87,SUP011,0,Domestic
P00675,FMCG,Bakery,Nestle,1L,L,73.49,SUP049,27,Domestic
P00676,Home & Kitchen,Cookware,Pigeon,1 pc,pcs,2974.91,SUP055,0,Domestic
P00677,Toys & Stationery,Notebooks,Dmart Premia (Own Brand),Set of 5,pcs,34.69,SUP090,0,Domestic
P00678,Personal Care,Cosmetics,P&G,150g,g,674.45,SUP079,1021,Domestic
P00679,Footwear,Women's Footwear,Ortho+Rest,UK9,pcs,349.35,SUP048,0,Domestic
P00680,Footwear,Men's Footwear,Ortho+Rest,Free Size,pcs,1785.79,SUP042,0,Domestic
P00681,FMCG,Bakery,Nestle,6 pcs,pcs,370.88,SUP057,68,Domestic
P00682,Toys & Stationery,Art Supplies,Hot Wheels,1 pc,pcs,1096.4,SUP008,0,Domestic
P00683,Home & Kitchen,Cookware,Bajaj,Set of 6,pcs,4168.75,SUP064,0,Domestic
P00684,Grocery,Tea & Coffee,Aashirvaad,500g,g,699.21,SUP111,249,Domestic
P00685,Apparel,Men's Wear,PUP,Free Size,pcs,1708.3,SUP114,0,Domestic
P00686,Apparel,Women's Wear,PUP,XL,pcs,1312.61,SUP024,0,Domestic
P00687,Electronics,Small Appliances,Eveready,Pack of 4,pcs,1980.85,SUP056,0,Imported
P00688,Apparel,Kids Wear,Divena,XL,pcs,890.24,SUP051,0,Domestic
P00689,Apparel,Innerwear,Divena,XL,pcs,928.01,SUP089,0,Domestic
P00690,FMCG,Beverages,Coca-Cola,2L,L,208.6,SUP021,113,Domestic
P00691,Home & Kitchen,Storage & Containers,Pigeon,1 pc,pcs,4377.01,SUP074,0,Domestic
P00692,Toys & Stationery,Pens & Pencils,Hot Wheels,1 pc,pcs,1051.41,SUP119,0,Domestic
P00693,Home & Kitchen,Storage & Containers,Tupperware,1 pc,pcs,1101.49,SUP055,0,Domestic
P00694,FMCG,Snacks,Amul,2L,L,295.07,SUP092,116,Domestic
P00695,Personal Care,Bath & Body,L'Oreal,150g,g,105.08,SUP045,727,Imported
P00696,Electronics,Batteries,boAt,Pack of 4,pcs,1265.36,SUP023,0,Domestic
P00697,Toys & Stationery,Toys,Classmate,Set of 5,pcs,497.57,SUP071,0,Domestic
P00698,Grocery,Spices,India Gate,5L,L,706.54,SUP059,340,Domestic
P00699,Apparel,Nightwear,Divena,L,pcs,1067.78,SUP084,0,Domestic
P00700,Grocery,Spices,Aashirvaad,1kg,g,558.32,SUP116,325,Domestic
P00701,Personal Care,Bath & Body,Patanjali,100ml,L,454.38,SUP081,828,Domestic
P00702,Toys & Stationery,Toys,Dmart Premia (Own Brand),Pack of 10,pcs,408.8,SUP066,0,Domestic
P00703,Apparel,Nightwear,PUP,XL,pcs,1956.54,SUP023,0,Domestic
P00704,Personal Care,Cosmetics,Dabur,150g,g,204.11,SUP062,960,Domestic
P00705,Footwear,Men's Footwear,Bata,UK7,pcs,529.47,SUP098,0,Domestic
P00706,Electronics,Mobile Accessories,boAt,Pack of 4,pcs,4567.01,SUP020,0,Domestic
P00707,Home & Kitchen,Appliances,Prestige,Set of 3,pcs,4466.19,SUP085,0,Domestic
P00708,Home & Kitchen,Storage & Containers,Dmart Premia (Own Brand),500ml,L,1397.1,SUP014,0,Domestic
P00709,Grocery,Edible Oil,Aashirvaad,1L,L,722.18,SUP009,143,Domestic
P00710,Electronics,Mobile Accessories,boAt,1 pc,pcs,2937.18,SUP069,0,Domestic
P00711,Apparel,Men's Wear,Divena,L,pcs,1071.83,SUP063,0,Domestic
P00712,Electronics,Batteries,boAt,Pack of 4,pcs,3205.81,SUP084,0,Domestic
P00713,Footwear,Kids Footwear,Relaxo,UK8,pcs,2466.02,SUP071,0,Domestic
P00714,Apparel,Men's Wear,Dmart Fashion,XL,pcs,1585.34,SUP027,0,Domestic
P00715,Home & Kitchen,Cleaning Supplies,Prestige,500ml,L,3964.6,SUP001,0,Domestic
P00716,Electronics,Batteries,Philips,1 pc,pcs,4033.41,SUP018,0,Domestic
P00717,FMCG,Bakery,Haldiram's,6 pcs,pcs,224.62,SUP078,161,Domestic
P00718,Grocery,Spices,Dmart Premia (Own Brand),5kg,g,462.83,SUP022,314,Domestic
P00719,Footwear,Men's Footwear,Ortho+Rest,UK8,pcs,1962.08,SUP047,0,Domestic
P00720,Apparel,Men's Wear,Dmart Fashion,L,pcs,213.22,SUP034,0,Domestic
P00721,Home & Kitchen,Utensils,Pigeon,1L,L,3267.05,SUP040,0,Domestic
P00722,Electronics,Small Appliances,boAt,Pack of 2,pcs,258.94,SUP063,0,Domestic
P00723,Toys & Stationery,School Bags,Funskool,1 pc,pcs,607.41,SUP105,0,Domestic
P00724,Home & Kitchen,Cookware,Tupperware,500ml,L,4240.71,SUP046,0,Domestic
P00725,Apparel,Men's Wear,Divena,Free Size,pcs,1578.79,SUP014,0,Domestic
P00726,Home & Kitchen,Storage & Containers,Tupperware,500ml,L,800.79,SUP051,0,Domestic
P00727,Grocery,Rice,Dmart Premia (Own Brand),1L,L,185.62,SUP078,321,Domestic
P00728,Apparel,Nightwear,MinCloud,L,pcs,1869.14,SUP073,0,Domestic
P00729,Grocery,Tea & Coffee,MDH,5kg,g,746.27,SUP014,149,Domestic
P00730,Personal Care,Oral Care,Colgate-Palmolive,150g,g,565.49,SUP027,678,Domestic
P00731,FMCG,Dairy,Amul,100g,g,238.38,SUP010,115,Domestic
P00732,Personal Care,Bath & Body,Patanjali,50ml,L,527.3,SUP102,712,Domestic
P00733,Home & Kitchen,Appliances,Pigeon,Set of 6,pcs,1198.38,SUP032,0,Imported
P00734,Apparel,Nightwear,MinCloud,XL,pcs,402.72,SUP101,0,Domestic
P00735,Grocery,Atta & Flour,Dmart Premia (Own Brand),1kg,g,485.08,SUP018,314,Imported
P00736,Grocery,Pulses,India Gate,1L,L,296.59,SUP048,140,Imported
P00737,Electronics,Small Appliances,Bajaj,Pack of 4,pcs,3586.32,SUP030,0,Domestic
P00738,Home & Kitchen,Cleaning Supplies,Bajaj,Set of 6,pcs,1379.55,SUP068,0,Domestic
P00739,Grocery,Edible Oil,Dmart Premia (Own Brand),10kg,g,539.18,SUP005,196,Domestic
P00740,Footwear,Women's Footwear,Ortho+Rest,UK9,pcs,1910.85,SUP009,0,Domestic
P00741,FMCG,Beverages,Coca-Cola,500g,g,383.33,SUP013,267,Domestic
P00742,Apparel,Kids Wear,MinCloud,M,pcs,1349.67,SUP038,0,Domestic
P00743,Apparel,Nightwear,MinCloud,Free Size,pcs,1555.72,SUP053,0,Domestic
P00744,Grocery,Rice,Fortune,1L,L,316.79,SUP010,113,Domestic
P00745,FMCG,Packaged Food,PepsiCo,100g,g,292.61,SUP094,69,Domestic
P00746,Grocery,Rice,Everest,1L,L,216.56,SUP109,257,Domestic
P00747,Home & Kitchen,Cookware,Tupperware,500ml,L,2327.81,SUP030,0,Domestic
P00748,Home & Kitchen,Cookware,Pigeon,Set of 3,pcs,4042.19,SUP087,0,Domestic
P00749,Grocery,Edible Oil,Aashirvaad,1L,L,617.07,SUP060,127,Domestic
P00750,Home & Kitchen,Appliances,Tupperware,Set of 3,pcs,1014.64,SUP086,0,Domestic
P00751,Personal Care,Haircare,HUL,50ml,L,494.13,SUP066,402,Imported
P00752,Home & Kitchen,Utensils,Milton,500ml,L,1249.58,SUP099,0,Imported
P00753,Grocery,Edible Oil,Aashirvaad,1kg,g,461.52,SUP041,144,Domestic
P00754,Toys & Stationery,Toys,Camlin,Pack of 10,pcs,999.1,SUP045,0,Domestic
P00755,Toys & Stationery,School Bags,Camlin,1 pc,pcs,1105.55,SUP063,0,Domestic
P00756,Electronics,Small Appliances,Eveready,1 pc,pcs,1488.43,SUP010,0,Domestic
P00757,Home & Kitchen,Storage & Containers,Pigeon,500ml,L,1415.73,SUP116,0,Domestic
P00758,Home & Kitchen,Cookware,Dmart Premia (Own Brand),1 pc,pcs,811.37,SUP083,0,Domestic
P00759,Home & Kitchen,Storage & Containers,Bajaj,1L,L,390.41,SUP030,0,Domestic
P00760,Apparel,Men's Wear,MinCloud,Free Size,pcs,1867.94,SUP049,0,Domestic
P00761,Apparel,Women's Wear,MinCloud,Free Size,pcs,1872.65,SUP079,0,Imported
P00762,Electronics,Mobile Accessories,Syska,Pack of 2,pcs,4825.7,SUP030,0,Domestic
P00763,Apparel,Nightwear,MinCloud,S,pcs,831.26,SUP087,0,Domestic
P00764,Apparel,Men's Wear,Adore,L,pcs,1849.71,SUP098,0,Domestic
P00765,Personal Care,Skincare,Colgate-Palmolive,200ml,L,514.36,SUP105,940,Domestic
P00766,Home & Kitchen,Utensils,Prestige,1L,L,2816.46,SUP095,0,Domestic
P00767,Grocery,Tea & Coffee,Aashirvaad,10kg,g,838.44,SUP057,357,Domestic
P00768,Home & Kitchen,Utensils,Cello,1L,L,4327.34,SUP059,0,Domestic
P00769,Home & Kitchen,Storage & Containers,Milton,1 pc,pcs,4228.45,SUP047,0,Domestic
P00770,Apparel,Innerwear,Dmart Fashion,Free Size,pcs,1944.23,SUP074,0,Imported
P00771,Apparel,Men's Wear,Divena,M,pcs,552.63,SUP119,0,Domestic
P00772,Toys & Stationery,School Bags,Camlin,Pack of 10,pcs,701.3,SUP062,0,Domestic
P00773,Apparel,Kids Wear,PUP,Free Size,pcs,897.56,SUP073,0,Domestic
P00774,Personal Care,Cosmetics,L'Oreal,250g,g,295.06,SUP073,677,Domestic
P00775,Footwear,Women's Footwear,Dmart Fashion,UK7,pcs,1421.39,SUP009,0,Domestic
P00776,Personal Care,Cosmetics,Colgate-Palmolive,100ml,L,119.19,SUP108,475,Domestic
P00777,Grocery,Rice,Aashirvaad,5kg,g,256.13,SUP066,364,Domestic
P00778,Apparel,Innerwear,MinCloud,L,pcs,483.5,SUP068,0,Domestic
P00779,FMCG,Packaged Food,Haldiram's,500g,g,307.9,SUP066,2,Domestic
P00780,Grocery,Spices,MDH,500g,g,794.97,SUP117,150,Domestic
P00781,Personal Care,Skincare,Dabur,250g,g,462.06,SUP041,935,Domestic
P00782,Apparel,Kids Wear,Divena,Free Size,pcs,1388.71,SUP086,0,Domestic
P00783,Toys & Stationery,Notebooks,Funskool,Pack of 10,pcs,530.12,SUP063,0,Domestic
P00784,Electronics,Lighting,Syska,Pack of 2,pcs,5609.94,SUP097,0,Imported
P00785,Electronics,Lighting,Havells,Pack of 2,pcs,170.51,SUP086,0,Domestic
P00786,Personal Care,Oral Care,HUL,250g,g,279.99,SUP032,677,Imported
P00787,Electronics,Lighting,Bajaj,Pack of 4,pcs,5469.79,SUP053,0,Domestic
P00788,Home & Kitchen,Cookware,Bajaj,Set of 6,pcs,4344.47,SUP102,0,Domestic
P00789,FMCG,Packaged Food,Britannia,200g,g,248.27,SUP097,152,Domestic
P00790,Footwear,Women's Footwear,Ortho+Rest,UK7,pcs,781.94,SUP008,0,Domestic
P00791,Personal Care,Haircare,Patanjali,100ml,L,239.17,SUP020,670,Domestic
P00792,Grocery,Atta & Flour,Fortune,10kg,g,100.98,SUP032,347,Domestic
P00793,Apparel,Men's Wear,Adore,L,pcs,559.41,SUP034,0,Domestic
P00794,Personal Care,Cosmetics,Patanjali,150g,g,307.03,SUP047,808,Imported
P00795,Home & Kitchen,Cookware,Prestige,1L,L,1538.84,SUP051,0,Imported
P00796,Personal Care,Cosmetics,HUL,250g,g,178.81,SUP024,744,Domestic
P00797,Footwear,Kids Footwear,Relaxo,UK9,pcs,1828.85,SUP024,0,Domestic
P00798,Toys & Stationery,School Bags,Classmate,Pack of 10,pcs,771.04,SUP054,0,Domestic
P00799,Apparel,Innerwear,Divena,Free Size,pcs,1403.51,SUP029,0,Domestic
P00800,Home & Kitchen,Cookware,Dmart Premia (Own Brand),1L,L,327.29,SUP064,0,Domestic
P00801,Grocery,Tea & Coffee,India Gate,1L,L,112.15,SUP108,326,Domestic
P00802,Apparel,Nightwear,PUP,M,pcs,1628.61,SUP021,0,Domestic
P00803,Electronics,Mobile Accessories,Bajaj,Pack of 2,pcs,2343.17,SUP081,0,Domestic
P00804,FMCG,Packaged Food,Nestle,200g,g,204.3,SUP115,177,Domestic
P00805,Personal Care,Skincare,Dabur,250g,g,633.02,SUP039,853,Domestic
P00806,Footwear,Kids Footwear,Ortho+Rest,UK6,pcs,923.98,SUP115,0,Domestic
P00807,FMCG,Beverages,Parle,50g,g,318.12,SUP029,254,Domestic
P00808,Apparel,Men's Wear,Adore,Free Size,pcs,1593.91,SUP084,0,Imported
P00809,Electronics,Lighting,boAt,Pack of 2,pcs,1063.72,SUP058,0,Domestic
P00810,FMCG,Beverages,Nestle,1L,L,20.01,SUP018,196,Domestic
P00811,Apparel,Men's Wear,MinCloud,S,pcs,351.05,SUP078,0,Domestic
P00812,Grocery,Pulses,Fortune,5kg,g,683.29,SUP002,153,Domestic
P00813,FMCG,Confectionery,Dmart Premia (Own Brand),200g,g,82.08,SUP092,237,Domestic
P00814,Grocery,Rice,Everest,1kg,g,840.36,SUP101,158,Domestic
P00815,Apparel,Nightwear,Dmart Fashion,S,pcs,1495.36,SUP107,0,Domestic
P00816,Footwear,Men's Footwear,Fiesta,UK9,pcs,2049.56,SUP108,0,Imported
P00817,Apparel,Women's Wear,Divena,XL,pcs,1446.38,SUP052,0,Imported
P00818,Electronics,Lighting,Havells,1 pc,pcs,153.57,SUP028,0,Domestic
P00819,Electronics,Lighting,Bajaj,1 pc,pcs,5642.28,SUP048,0,Domestic
P00820,Apparel,Women's Wear,Divena,M,pcs,904.06,SUP094,0,Domestic
P00821,Footwear,Men's Footwear,Bata,UK7,pcs,1603.82,SUP078,0,Domestic
P00822,Personal Care,Skincare,Dabur,50ml,L,91.12,SUP089,1012,Domestic
P00823,Electronics,Lighting,boAt,1 pc,pcs,752.95,SUP001,0,Domestic
P00824,Apparel,Nightwear,MinCloud,XL,pcs,386.84,SUP098,0,Domestic
P00825,Electronics,Batteries,Eveready,1 pc,pcs,523.31,SUP113,0,Domestic
P00826,FMCG,Dairy,PepsiCo,6 pcs,pcs,214.11,SUP063,103,Domestic
P00827,Personal Care,Haircare,Himalaya,250g,g,349.61,SUP041,420,Domestic
P00828,Grocery,Atta & Flour,Tata,5L,L,616.47,SUP030,287,Domestic
P00829,FMCG,Beverages,Dmart Premia (Own Brand),250ml,L,332.04,SUP023,16,Domestic
P00830,Apparel,Nightwear,Divena,S,pcs,1517.74,SUP091,0,Domestic
P00831,FMCG,Packaged Food,PepsiCo,50g,g,205.21,SUP078,96,Domestic
P00832,Grocery,Pulses,Dmart Premia (Own Brand),1kg,g,456.87,SUP031,233,Domestic
P00833,Apparel,Kids Wear,Dmart Fashion,XL,pcs,593.17,SUP082,0,Domestic
P00834,Home & Kitchen,Appliances,Prestige,500ml,L,1655.66,SUP028,0,Domestic
P00835,FMCG,Beverages,Coca-Cola,250ml,L,352.58,SUP066,127,Domestic
P00836,Footwear,Men's Footwear,Fiesta,UK6,pcs,1489.8,SUP027,0,Domestic
P00837,FMCG,Dairy,Parle,500g,g,134.71,SUP006,87,Imported
P00838,Grocery,Pulses,Aashirvaad,5L,L,146.96,SUP028,187,Domestic
P00839,Home & Kitchen,Utensils,Cello,500ml,L,2758.54,SUP012,0,Domestic
P00840,Footwear,Men's Footwear,Relaxo,Free Size,pcs,853.84,SUP095,0,Imported
P00841,Toys & Stationery,School Bags,Funskool,1 pc,pcs,1086.13,SUP028,0,Domestic
P00842,Electronics,Small Appliances,Syska,Pack of 2,pcs,2960.94,SUP120,0,Domestic
P00843,Footwear,Kids Footwear,Dmart Fashion,Free Size,pcs,1676.0,SUP089,0,Domestic
P00844,Home & Kitchen,Utensils,Bajaj,1L,L,3834.8,SUP031,0,Domestic
P00845,Apparel,Kids Wear,Adore,Free Size,pcs,169.01,SUP106,0,Domestic
P00846,Toys & Stationery,Pens & Pencils,Classmate,Set of 5,pcs,732.97,SUP106,0,Domestic
P00847,FMCG,Confectionery,Amul,100g,g,15.48,SUP098,95,Domestic
P00848,Grocery,Edible Oil,Tata,5kg,g,475.29,SUP079,182,Domestic
P00849,Grocery,Rice,Tata,500g,g,68.48,SUP109,280,Domestic
P00850,Toys & Stationery,School Bags,Hot Wheels,Pack of 10,pcs,542.44,SUP115,0,Domestic
P00851,Grocery,Atta & Flour,India Gate,500g,g,242.72,SUP058,235,Domestic
P00852,Toys & Stationery,Notebooks,Funskool,Set of 5,pcs,243.57,SUP031,0,Domestic
P00853,Grocery,Rice,MDH,1L,L,670.41,SUP069,232,Domestic
P00854,Home & Kitchen,Storage & Containers,Dmart Premia (Own Brand),1 pc,pcs,1940.28,SUP007,0,Domestic
P00855,Home & Kitchen,Cookware,Prestige,Set of 6,pcs,792.22,SUP058,0,Domestic
P00856,Toys & Stationery,Notebooks,Camlin,Pack of 10,pcs,1073.78,SUP013,0,Domestic
P00857,Apparel,Nightwear,Dmart Fashion,M,pcs,1309.93,SUP059,0,Imported
P00858,Grocery,Rice,Everest,5kg,g,737.26,SUP089,263,Domestic
P00859,Home & Kitchen,Utensils,Prestige,Set of 3,pcs,374.91,SUP116,0,Domestic
P00860,FMCG,Confectionery,Parle,500g,g,242.84,SUP035,17,Domestic
P00861,Home & Kitchen,Cookware,Bajaj,Set of 6,pcs,2446.9,SUP095,0,Domestic
P00862,Personal Care,Haircare,HUL,200ml,L,138.59,SUP092,880,Domestic
P00863,Personal Care,Oral Care,Dabur,200ml,L,313.86,SUP063,877,Domestic
P00864,Footwear,Kids Footwear,Dmart Fashion,UK7,pcs,540.85,SUP086,0,Imported
P00865,Toys & Stationery,Art Supplies,Dmart Premia (Own Brand),Set of 5,pcs,222.98,SUP113,0,Domestic
P00866,Apparel,Nightwear,Divena,L,pcs,837.99,SUP082,0,Domestic
P00867,FMCG,Beverages,Britannia,100g,g,39.5,SUP099,16,Domestic
P00868,FMCG,Confectionery,Amul,1L,L,309.82,SUP062,171,Domestic
P00869,Home & Kitchen,Utensils,Dmart Premia (Own Brand),500ml,L,563.7,SUP112,0,Domestic
P00870,FMCG,Packaged Food,Britannia,500g,g,335.57,SUP031,188,Domestic
P00871,FMCG,Packaged Food,PepsiCo,500ml,L,23.68,SUP019,37,Domestic
P00872,Electronics,Mobile Accessories,Syska,Pack of 4,pcs,2053.32,SUP065,0,Domestic
P00873,Personal Care,Bath & Body,Patanjali,250g,g,241.84,SUP033,407,Domestic
P00874,Footwear,Men's Footwear,Bata,UK7,pcs,258.0,SUP103,0,Domestic
P00875,Personal Care,Oral Care,Himalaya,150g,g,590.29,SUP094,761,Imported
P00876,Personal Care,Haircare,HUL,200ml,L,39.38,SUP070,912,Domestic
P00877,FMCG,Snacks,Dmart Premia (Own Brand),500ml,L,202.17,SUP105,3,Domestic
P00878,Footwear,Women's Footwear,Fiesta,UK9,pcs,1888.0,SUP105,0,Domestic
P00879,Electronics,Mobile Accessories,Havells,Pack of 4,pcs,4553.51,SUP083,0,Domestic
P00880,Personal Care,Cosmetics,HUL,50ml,L,61.39,SUP091,424,Domestic
P00881,Grocery,Tea & Coffee,Everest,1L,L,765.65,SUP057,309,Domestic
P00882,Apparel,Women's Wear,Dmart Fashion,Free Size,pcs,667.05,SUP084,0,Domestic
P00883,FMCG,Confectionery,Dmart Premia (Own Brand),2L,L,100.95,SUP089,4,Domestic
P00884,Footwear,Men's Footwear,Relaxo,UK6,pcs,590.57,SUP102,0,Domestic
P00885,Personal Care,Cosmetics,HUL,150g,g,385.03,SUP093,1086,Domestic
P00886,Apparel,Innerwear,Divena,Free Size,pcs,1282.96,SUP057,0,Domestic
P00887,Grocery,Rice,Tata,5kg,g,33.17,SUP104,336,Domestic
P00888,Electronics,Mobile Accessories,Havells,Pack of 4,pcs,3526.14,SUP116,0,Domestic
P00889,Personal Care,Bath & Body,P&G,150g,g,315.67,SUP067,1084,Domestic
P00890,Apparel,Men's Wear,Divena,XL,pcs,1741.7,SUP007,0,Domestic
P00891,Apparel,Nightwear,Dmart Fashion,XL,pcs,289.27,SUP110,0,Domestic
P00892,Electronics,Lighting,Syska,Pack of 2,pcs,344.64,SUP070,0,Domestic
P00893,Electronics,Lighting,Bajaj,1 pc,pcs,1487.97,SUP043,0,Domestic
P00894,Grocery,Edible Oil,Everest,10kg,g,762.66,SUP041,312,Domestic
P00895,Home & Kitchen,Appliances,Tupperware,500ml,L,3161.31,SUP044,0,Domestic
P00896,Footwear,Women's Footwear,Fiesta,UK7,pcs,1700.31,SUP005,0,Domestic
P00897,Electronics,Mobile Accessories,Syska,Pack of 4,pcs,4234.99,SUP014,0,Domestic
