invoice_id,store_id,product_id,date,quantity,price,discount,payment_mode,customer_id,sales_channel,cashier_id,invoice_amount,gst_amount,return_flag
INV0025905,ST00853,P00757,2023-11-25,5,1354.9,55.22,Card,C005237,In-store,EMP02978,7525.59,806.31,False
INV0025906,ST00283,P00428,2022-02-25,6,189.66,43.19,Cash,,In-store,EMP02394,1149.51,54.74,False
INV0025907,ST00936,P00863,2022-02-12,4,298.87,81.6,Card,C023349,Kiosk,EMP01573,1169.57,55.69,False
INV0025908,ST00768,P00826,2023-07-29,6,210.86,95.67,Cash,,In-store,EMP00961,1309.83,140.34,False
INV0025909,ST00470,P01044,2022-11-25,2,3007.94,326.42,Card,C011806,In-store,EMP00394,6713.56,1024.1,False
INV0025910,ST00171,P01061,2022-01-05,1,663.8,39.64,Cash,C000946,In-store,EMP00744,655.37,31.21,False
INV0025911,ST00768,P00830,2024-07-02,1,1508.53,28.6,Wallet,,In-store,EMP00420,1553.93,74.0,False
INV0025912,ST00979,P00169,2022-07-11,3,132.48,24.69,Cash,,Online,EMP00415,439.85,67.1,False
INV0025913,ST00203,P00902,2024-02-08,4,739.72,84.32,Card,C003121,Online,EMP01099,3018.29,143.73,False
INV0025914,ST00001,P00048,2024-12-27,4,20.56,9.76,UPI,,In-store,EMP01769,76.1,3.62,False
INV0025915,ST00241,P00506,2023-02-25,2,43.39,6.59,UPI,C004648,In-store,EMP00423,94.62,14.43,False
INV0025916,ST00310,P00886,2024-10-27,1,1222.26,146.38,UPI,C035045,In-store,EMP00226,1204.99,129.11,False
INV0025917,ST00399,P00993,2022-06-19,5,138.75,85.24,Wallet,C038197,In-store,EMP02099,681.53,73.02,False
INV0025918,ST01026,P01068,2023-10-22,4,1953.86,36.4,Card,,In-store,EMP02808,8712.52,933.48,False
INV0025919,ST01012,P00140,2024-09-11,1,962.79,46.05,UPI,C006780,In-store,EMP00954,962.58,45.84,False
INV0025920,ST00705,P00787,2024-12-14,4,5382.95,1386.25,UPI,,In-store,EMP01449,21152.83,1007.28,False
INV0025921,ST00229,P00091,2022-11-13,2,3987.35,166.88,Card,C039840,In-store,EMP01945,8198.21,390.39,False
INV0025922,ST00223,P00610,2023-05-24,1,1595.51,58.16,UPI,C015035,In-store,EMP00901,1721.83,184.48,False
INV0025923,ST00086,P00385,2023-11-20,7,185.76,128.12,Cash,C016857,In-store,EMP02525,1230.81,58.61,False
INV0025924,ST00831,P00257,2023-06-14,6,1707.45,719.47,Wallet,,In-store,EMP00007,11239.77,1714.54,False
INV0025925,ST00232,P00824,2023-06-30,6,385.52,241.87,Wallet,C018474,In-store,EMP01595,2174.81,103.56,False
INV0025926,ST00943,P01055,2023-05-01,2,1357.17,86.33,UPI,C007168,In-store,EMP00700,2759.41,131.4,False
INV0025927,ST00631,P00382,2022-05-27,7,228.28,155.15,UPI,C011288,In-store,EMP01309,1615.95,173.14,False
INV0025928,ST00512,P00795,2022-02-09,4,1473.47,339.82,UPI,,Online,EMP00780,5831.76,277.7,False
INV0025929,ST00976,P00842,2024-09-30,7,2862.32,162.69,Wallet,C014078,Online,EMP02690,23450.79,3577.24,False
INV0025930,ST00164,P00764,2023-01-11,5,1815.7,424.16,Cash,C012421,Kiosk,EMP02000,10212.12,1557.78,False
INV0025931,ST00487,P00366,2023-09-04,2,52.09,5.14,Wallet,C023796,Online,EMP02474,116.87,17.83,False
INV0025932,ST00272,P00971,2023-07-31,4,91.82,8.18,Cash,C017400,Online,EMP00785,402.19,43.09,False
INV0025933,ST00191,P00778,2022-04-23,1,480.68,40.15,Card,,Kiosk,EMP02652,519.83,79.3,False
INV0025934,ST00991,P00964,2023-07-18,7,1927.58,1292.24,Wallet,C039922,In-store,EMP02567,13664.92,1464.1,False
INV0025935,ST00636,P00271,2024-05-24,4,461.97,147.43,UPI,C000100,Online,EMP00084,1785.47,85.02,False
INV0025936,ST00170,P00089,2023-07-11,5,200.71,19.2,Wallet,,In-store,EMP01117,1033.57,49.22,False
INV0025937,ST00113,P00757,2024-03-03,6,1393.08,2011.64,Card,C033999,In-store,EMP02777,7489.27,1142.43,False
INV0025938,ST00328,P00022,2023-01-26,1,1462.65,81.22,Card,C021861,In-store,EMP02707,1547.2,165.77,False
INV0025939,ST00876,P00219,2024-06-29,4,159.38,24.95,Card,C026369,In-store,EMP02752,643.2,30.63,False
INV0025940,ST00153,P00245,2024-02-24,2,1786.39,147.75,UPI,C006439,In-store,EMP01546,4041.54,616.51,False
INV0025941,ST00779,P00214,2023-09-04,4,306.98,86.03,Cash,,In-store,EMP01094,1198.98,57.09,False
INV0025942,ST00111,P01002,2024-11-07,4,154.92,27.9,Card,,In-store,EMP01367,621.37,29.59,False
INV0025943,ST00354,P00962,2022-04-09,4,441.04,159.04,UPI,C013764,Online,EMP01247,1685.38,80.26,False
INV0025944,ST00549,P00588,2024-05-27,5,1896.23,148.51,UPI,C012455,In-store,EMP01607,10452.56,1119.92,False
INV0025945,ST00136,P00743,2023-08-10,3,1508.88,419.87,Cash,C025083,In-store,EMP00819,4599.58,492.81,False
INV0025946,ST00417,P00713,2022-12-20,7,2422.99,1752.5,Wallet,C010128,In-store,EMP01430,15968.85,760.42,False
INV0025947,ST00282,P00960,2024-05-20,6,1063.79,95.43,Card,C033989,In-store,EMP02969,7419.03,1131.72,False
INV0025948,ST00049,P00381,2022-11-10,3,834.2,220.39,Wallet,C005586,Online,EMP02596,2556.08,273.87,False
INV0025949,ST00002,P00775,2024-01-11,7,1383.06,133.7,Card,C000226,In-store,EMP01453,10693.45,1145.73,False
INV0025950,ST00153,P00468,2024-08-27,3,311.85,71.39,Cash,C022694,In-store,EMP00403,907.37,43.21,False
INV0025951,ST00786,P00561,2023-09-23,7,1084.13,910.29,Cash,,In-store,EMP02307,7480.05,801.43,False
INV0025952,ST00040,P00331,2022-08-27,-3,133.16,21.6,Card,C002233,In-store,EMP02371,-396.77,18.89,True
INV0025953,ST00531,P00829,2024-02-10,1,316.1,18.54,UPI,C022924,In-store,EMP00926,312.44,14.88,False
INV0025954,ST00026,P01035,2022-05-09,5,1698.88,844.59,UPI,C013585,In-store,EMP02205,8567.79,917.98,False
INV0025955,ST00227,P01082,2022-07-24,3,428.46,97.86,UPI,C028739,In-store,EMP02371,1246.9,59.38,False
INV0025956,ST00188,P00454,2022-10-19,1,184.01,20.69,UPI,,In-store,EMP02674,182.92,19.6,False
INV0025957,ST00357,P00095,2022-12-06,7,162.72,90.46,Card,C021302,In-store,EMP02450,1237.32,188.74,False
INV0025958,ST00781,P00920,2023-08-13,6,1971.34,496.43,Cash,,In-store,EMP00303,11898.19,566.58,False
INV0025959,ST00443,P00030,2023-11-06,7,172.73,133.7,UPI,C023448,In-store,EMP00501,1129.18,53.77,False
INV0025960,ST00016,P00171,2022-01-09,4,126.64,118.76,Wallet,C030358,In-store,EMP02876,457.6,69.8,False
INV0025961,ST00152,P00984,2024-08-16,4,440.44,148.75,Cash,C016707,In-store,EMP02845,1806.57,193.56,False
INV0025962,ST00320,P00349,2022-08-04,6,288.93,45.23,Wallet,,In-store,EMP01850,1890.95,202.6,False
INV0025963,ST00293,P00598,2024-10-18,4,26.45,7.66,UPI,,In-store,EMP00358,109.92,11.78,False
INV0025964,ST00594,P00200,2022-10-08,5,546.47,278.16,UPI,,In-store,EMP00095,2748.69,294.5,False
INV0025965,ST00369,P00296,2024-12-30,2,93.21,18.13,Cash,C000568,In-store,EMP00397,188.48,20.19,False
INV0025966,ST00781,P00323,2023-09-04,6,1884.97,858.71,UPI,,Online,EMP00702,10973.67,522.56,False
INV0025967,ST00266,P00241,2024-07-16,1,1103.21,59.42,Wallet,C007830,In-store,EMP02126,1095.98,52.19,False
INV0025968,ST00712,P00735,2024-03-10,4,474.89,33.31,Cash,C007933,In-store,EMP02953,2090.2,223.95,False
INV0025969,ST00106,P00742,2023-07-04,3,1331.34,114.18,Card,,In-store,EMP00948,4345.42,465.58,False
INV0025970,ST01038,P00156,2024-12-12,4,102.61,2.45,UPI,C033594,In-store,EMP02490,428.39,20.4,False
INV0025971,ST01037,P01077,2023-04-30,1,44.35,10.99,UPI,,In-store,EMP02090,37.36,4.0,False
INV0025972,ST00290,P00590,2022-08-07,7,303.76,260.09,Cash,C022578,Online,EMP01920,1959.54,93.31,False
INV0025973,ST00246,P00794,2023-07-05,6,299.13,53.91,Cash,C022604,In-store,EMP01640,1827.91,87.04,False
INV0025974,ST00001,P00004,2024-02-03,1,804.5,67.0,UPI,,Online,EMP02869,826.0,88.5,False
INV0025975,ST01025,P00428,2024-03-12,6,195.97,116.04,Cash,C028801,In-store,EMP00542,1186.95,127.17,False
INV0025976,ST00041,P01082,2022-09-08,6,438.3,222.9,UPI,,In-store,EMP02329,2695.73,288.83,False
INV0025977,ST00003,P00945,2024-04-02,1,377.91,14.0,UPI,C016640,In-store,EMP02868,407.58,43.67,False
INV0025978,ST00103,P00040,2023-10-18,3,2350.43,533.41,UPI,,In-store,EMP01008,7691.1,1173.22,False
INV0025979,ST00310,P00743,2022-09-04,3,1491.57,502.8,Cash,C028828,In-store,EMP01989,4448.54,476.63,False
INV0025980,ST01024,P00830,2022-10-07,7,1467.36,541.3,Wallet,C024592,In-store,EMP02217,10216.73,486.51,False
INV0025981,ST00175,P00152,2024-05-13,6,1430.66,46.33,Card,C025509,In-store,EMP01896,8964.51,426.88,False
INV0025982,ST00599,P00957,2023-05-24,2,249.7,46.18,UPI,C002698,In-store,EMP02958,475.88,22.66,False
INV0025983,ST00683,P00198,2023-07-30,7,1047.19,1545.8,Card,,In-store,EMP02284,6073.76,289.23,False
INV0025984,ST00840,P01096,2023-06-08,5,2140.56,908.0,Wallet,C013619,Online,EMP00642,11557.86,1763.06,False
INV0025985,ST00735,P00011,2023-10-17,1,3431.15,162.99,Cash,,In-store,EMP00242,3660.34,392.18,False
INV0025986,ST01035,P00716,2024-11-14,7,3903.08,3145.5,UPI,,In-store,EMP02057,25384.86,1208.8,False
INV0025987,ST00695,P00262,2023-12-27,3,1069.99,10.87,Card,C011253,In-store,EMP00744,3359.06,159.96,False
INV0025988,ST00887,P00668,2022-10-11,4,3911.92,565.03,Card,C023987,In-store,EMP02664,15836.78,754.13,False
INV0025989,ST00336,P00844,2023-07-15,7,3786.8,936.67,Cash,C017706,Online,EMP00627,26849.48,1278.55,False
INV0025990,ST00428,P00614,2024-06-23,1,408.48,59.12,Cash,,In-store,EMP00379,366.83,17.47,False
INV0025991,ST00775,P00821,2024-10-22,6,1569.19,663.07,UPI,,In-store,EMP02681,10327.44,1575.37,False
INV0025992,ST00920,P00842,2024-03-10,2,2956.98,1233.47,UPI,C024824,Online,EMP01763,4914.51,234.02,False
INV0025993,ST00006,P00365,2023-05-31,4,302.77,110.92,UPI,,In-store,EMP00837,1155.17,55.01,False
INV0025994,ST00456,P00958,2023-08-23,1,172.8,10.6,UPI,C011764,In-store,EMP01202,170.31,8.11,False
INV0025995,ST00843,P00091,2024-04-21,6,4104.18,550.67,UPI,,In-store,EMP01244,25278.13,1203.72,False
INV0025996,ST00120,P00581,2024-02-17,4,126.91,47.48,Cash,,In-store,EMP01668,483.17,23.01,False
INV0025997,ST00371,P00829,2023-08-21,6,329.77,126.77,Wallet,,In-store,EMP02549,2074.07,222.22,False
INV0025998,ST00576,P00793,2023-01-27,3,543.86,68.25,Wallet,C029463,In-store,EMP02521,1750.93,187.6,False
INV0025999,ST00088,P00350,2024-01-17,7,4870.37,1231.96,Card,C033082,In-store,EMP01065,34503.66,1643.03,False
INV0026000,ST00962,P01059,2023-11-22,7,150.22,107.28,Card,,In-store,EMP00537,1114.23,169.97,False
INV0026001,ST00387,P01086,2023-12-24,4,1289.88,723.68,UPI,,In-store,EMP02529,4657.63,221.79,False
INV0026002,ST00824,P00124,2022-06-10,6,34.12,21.01,Card,C037685,In-store,EMP00971,205.76,22.05,False
INV0026003,ST00449,P00106,2024-12-06,7,427.21,98.91,Card,C029318,Online,EMP00338,3036.14,144.58,False
INV0026004,ST00423,P00649,2024-05-14,3,1182.4,202.83,Cash,,In-store,EMP02388,3745.69,401.32,False
INV0026005,ST01015,P00207,2024-04-29,7,1189.9,326.95,Wallet,C006374,Online,EMP00677,9442.77,1440.42,False
INV0026006,ST00898,P00075,2023-01-03,5,1475.33,721.83,Card,,Kiosk,EMP02895,7453.4,798.58,False
INV0026007,ST00542,P00895,2022-01-27,2,3019.89,284.95,UPI,,In-store,EMP02372,6445.41,690.58,False
INV0026008,ST00488,P00480,2024-12-16,7,201.83,96.93,UPI,,In-store,EMP00897,1473.79,157.91,False
INV0026009,ST00820,P00950,2023-07-22,6,3059.7,1347.79,Card,,In-store,EMP00631,17860.93,850.52,False
INV0026010,ST00719,P00799,2023-04-22,5,1395.2,242.79,Card,C024058,Online,EMP02271,7069.87,336.66,False
INV0026011,ST01029,P00727,2022-07-06,3,184.67,57.94,Wallet,,In-store,EMP00685,585.36,89.29,False
INV0026012,ST00350,P00419,2024-10-16,1,357.01,39.35,UPI,,In-store,EMP02345,333.54,15.88,False
INV0026013,ST00119,P00821,2023-07-22,3,1590.93,142.35,Cash,C004891,Online,EMP00403,5463.92,833.48,False
INV0026014,ST00205,P00111,2022-10-12,1,607.81,6.9,Card,C020035,In-store,EMP02593,673.02,72.11,False
INV0026015,ST00555,P00342,2022-11-22,1,4343.91,40.67,UPI,,In-store,EMP02036,5077.82,774.58,False
INV0026016,ST00330,P00913,2022-11-16,1,853.78,92.45,Cash,C010897,In-store,EMP01537,852.69,91.36,False
INV0026017,ST00850,P00748,2023-10-18,2,3940.0,185.5,Cash,C026567,In-store,EMP00170,8617.84,923.34,False
INV0026018,ST00919,P00269,2024-05-29,1,295.78,13.18,UPI,C033832,Online,EMP00696,296.73,14.13,False
INV0026019,ST00197,P00936,2023-06-05,2,4832.87,228.55,Card,C020732,In-store,EMP00224,9909.05,471.86,False
INV0026020,ST01040,P00553,2024-08-24,6,2263.56,1499.02,Card,C008649,In-store,EMP02758,13532.22,1449.88,False
INV0026021,ST00663,P00808,2024-02-04,6,1567.01,221.42,UPI,C009811,Online,EMP01358,9639.67,459.03,False
INV0026022,ST00278,P00165,2023-06-20,3,2630.86,67.3,Cash,C017183,In-store,EMP00003,8216.54,391.26,False
INV0026023,ST00212,P00152,2024-08-27,4,1395.1,201.52,Card,C006431,In-store,EMP01746,5647.82,268.94,False
INV0026024,ST00174,P01089,2022-03-12,3,1105.04,160.44,UPI,C016170,In-store,EMP01675,3722.52,567.84,False
INV0026025,ST00495,P01007,2022-07-13,4,277.86,89.12,UPI,,In-store,EMP01733,1073.44,51.12,False
INV0026026,ST00075,P00421,2023-01-19,2,5245.34,260.19,Wallet,,In-store,EMP00790,12071.98,1841.49,False
INV0026027,ST00138,P01022,2022-04-06,2,2307.67,458.65,UPI,,Online,EMP00413,4364.52,207.83,False
INV0026028,ST00792,P00904,2024-06-01,1,5600.68,149.36,Wallet,C002226,Kiosk,EMP02142,6105.48,654.16,False
INV0026029,ST00514,P00299,2023-10-11,3,363.79,2.13,Card,C003360,In-store,EMP01157,1285.3,196.06,False
INV0026030,ST00555,P00424,2023-06-10,1,1270.24,119.97,UPI,C010065,Kiosk,EMP02137,1207.78,57.51,False
INV0026031,ST00341,P00583,2023-04-16,7,488.23,608.81,UPI,C034126,In-store,EMP02960,2949.24,140.44,False
INV0026032,ST00584,P00385,2024-02-27,6,179.48,10.25,Card,C009760,In-store,EMP01715,1194.63,128.0,False
INV0026033,ST00361,P00315,2024-03-11,7,356.11,233.01,UPI,,In-store,EMP02786,2666.52,406.76,False
INV0026034,ST00048,P00265,2023-02-19,3,2619.58,442.15,UPI,,Kiosk,EMP00279,7787.42,370.83,False
INV0026035,ST00597,P00703,2023-08-26,4,1912.78,308.72,Wallet,C030341,Online,EMP00452,8664.03,1321.63,False
INV0026036,ST00086,P00445,2022-02-06,4,748.66,345.42,Cash,C002707,In-store,EMP01628,2781.68,132.46,False
INV0026037,ST00724,P01066,2024-05-02,6,919.09,235.24,Card,C002575,Kiosk,EMP01321,5543.27,263.97,False
INV0026038,ST00961,P00963,2024-01-12,1,1043.78,97.05,Cash,,In-store,EMP00887,994.07,47.34,False
INV0026039,ST00701,P00108,2022-10-29,6,1261.72,438.79,UPI,,In-store,EMP01131,7488.11,356.58,False
INV0026040,ST00606,P00728,2022-11-23,6,1809.66,409.07,Wallet,C013543,In-store,EMP01203,11702.76,1253.87,False
INV0026041,ST01013,P00697,2022-03-19,1,491.49,15.76,UPI,C011272,In-store,EMP01436,499.52,23.79,False
INV0026042,ST00231,P00059,2023-06-19,5,319.65,100.64,Wallet,,Online,EMP00199,1677.32,179.71,False
INV0026043,ST00813,P00869,2024-08-02,4,539.58,153.13,Card,,In-store,EMP02784,2105.45,100.26,False
INV0026044,ST00218,P00596,2024-09-26,7,694.28,4.09,Card,C036137,In-store,EMP02136,5438.57,582.7,False
INV0026045,ST00001,P00917,2023-12-02,6,516.52,31.06,UPI,C026133,Kiosk,EMP01601,3436.23,368.17,False
INV0026046,ST00253,P00548,2022-09-01,5,388.15,189.87,UPI,C001844,In-store,EMP02219,2066.04,315.16,False
INV0026047,ST00528,P00464,2022-07-04,5,1860.63,688.52,UPI,,Online,EMP01660,9045.36,430.73,False
INV0026048,ST00067,P00756,2023-01-19,3,1424.38,185.49,Cash,,In-store,EMP00683,4292.03,204.38,False
INV0026049,ST00293,P00842,2022-07-29,2,2831.22,373.82,Card,C004453,In-store,EMP02864,5553.05,264.43,False
INV0026050,ST00053,P00831,2022-06-21,6,196.15,113.05,Card,C017325,In-store,EMP00240,1117.04,53.19,False
INV0026051,ST00256,P00531,2022-06-25,2,734.09,134.6,Wallet,C019562,In-store,EMP01686,1493.61,160.03,False
INV0026052,ST00756,P00623,2022-02-10,7,1425.31,461.8,Card,,In-store,EMP02666,11228.14,1712.77,False
INV0026053,ST00160,P01093,2022-01-07,1,529.18,15.71,UPI,C011263,In-store,EMP00184,575.09,61.62,False
INV0026054,ST00277,P00964,2023-03-29,6,1999.08,382.24,UPI,C017846,In-store,EMP02416,13702.44,2090.2,False
INV0026055,ST00143,P00438,2024-09-11,2,509.06,31.73,Cash,,In-store,EMP00402,1035.71,49.32,False
INV0026056,ST00404,P00707,2022-04-19,-3,4320.9,541.99,UPI,C026407,In-store,EMP01635,-13911.2,1490.49,True
INV0026057,ST00800,P00183,2024-06-10,1,266.8,28.53,Cash,C014177,In-store,EMP02486,281.16,42.89,False
INV0026058,ST00565,P00372,2022-11-25,5,248.68,147.28,Cash,,In-store,EMP00115,1227.65,131.53,False
INV0026059,ST00211,P00592,2024-02-20,6,132.33,46.7,Card,C022020,In-store,EMP01542,836.95,89.67,False
INV0026060,ST00337,P00414,2024-07-19,3,237.89,56.28,UPI,,In-store,EMP01294,736.28,78.89,False
INV0026061,ST00704,P01025,2023-10-10,5,2368.75,718.61,Cash,C026463,In-store,EMP01682,11681.4,556.26,False
INV0026062,ST00503,P00945,2022-02-17,7,361.8,161.99,UPI,C028502,In-store,EMP02195,2655.08,284.47,False
INV0026063,ST00483,P00032,2022-04-22,3,836.06,247.72,Wallet,C017545,In-store,EMP01354,2531.72,271.26,False
INV0026064,ST00909,P00286,2023-11-25,5,577.97,140.39,Card,C032815,In-store,EMP01739,2886.93,137.47,False
INV0026065,ST00861,P00174,2023-09-07,5,554.03,126.19,Card,C030838,In-store,EMP01553,2776.16,132.2,False
INV0026066,ST00257,P00157,2023-03-03,1,284.38,12.4,Wallet,C031234,In-store,EMP00237,285.58,13.6,False
INV0026067,ST00740,P00602,2023-09-29,3,801.59,228.79,UPI,C000125,Online,EMP01648,2437.1,261.12,False
INV0026068,ST00831,P00828,2023-03-05,6,602.62,378.41,Cash,,Online,EMP00471,3625.79,388.48,False
INV0026069,ST00945,P00802,2022-03-30,5,1606.52,169.31,UPI,C008665,In-store,EMP01173,8806.88,943.59,False
INV0026070,ST00278,P00471,2023-07-03,6,354.09,122.09,UPI,,In-store,EMP00763,2362.89,360.44,False
INV0026071,ST00765,P00449,2022-05-22,2,244.96,98.0,UPI,C001605,In-store,EMP00375,411.52,19.6,False
INV0026072,ST00197,P00250,2023-01-13,4,1191.68,15.86,UPI,C012350,Online,EMP00471,5320.96,570.1,False
INV0026073,ST00467,P00949,2023-06-27,2,578.05,93.19,Cash,C010398,In-store,EMP02711,1116.06,53.15,False
INV0026074,ST00077,P00913,2022-03-31,5,868.06,193.92,Cash,C019880,In-store,EMP00031,4892.73,746.35,False
INV0026075,ST00635,P00405,2024-08-02,-5,2955.88,1621.6,Cash,C007452,In-store,EMP00509,-13815.69,657.89,True
INV0026076,ST00719,P00204,2024-08-28,1,278.73,10.51,UPI,C007082,In-store,EMP01972,281.63,13.41,False
INV0026077,ST00470,P00517,2022-03-31,1,1387.58,80.32,UPI,C038689,In-store,EMP00496,1464.13,156.87,False
INV0026078,ST00433,P00806,2022-07-30,1,921.41,82.38,UPI,C037406,In-store,EMP01050,939.71,100.68,False
INV0026079,ST00255,P00306,2022-12-02,2,1704.99,271.19,Wallet,C010951,Online,EMP01141,3515.44,376.65,False
INV0026080,ST00809,P00375,2024-01-21,6,1469.71,309.05,Cash,C023236,In-store,EMP02957,10040.87,1531.66,False
INV0026081,ST00956,P00165,2022-02-09,6,2613.38,1471.52,Card,C018565,In-store,EMP01277,14919.2,710.44,False
INV0026082,ST00140,P00784,2024-04-05,2,5470.39,377.81,UPI,C024216,In-store,EMP00299,11830.53,1267.56,False
INV0026083,ST00290,P00972,2023-10-23,7,3154.46,2297.34,Wallet,C021301,In-store,EMP00121,23344.98,3561.1,False
INV0026084,ST00634,P00851,2022-08-15,1,238.84,4.93,Cash,C025648,In-store,EMP02094,261.98,28.07,False
INV0026085,ST00385,P00884,2023-06-12,7,573.17,200.38,Cash,,Kiosk,EMP00414,4269.23,457.42,False
INV0026086,ST00014,P00174,2022-06-24,4,549.46,165.99,UPI,C016940,In-store,EMP00886,2275.67,243.82,False
INV0026087,ST00022,P00954,2022-10-31,5,982.71,26.62,Card,C002274,In-store,EMP01104,5473.36,586.43,False
INV0026088,ST00246,P00908,2024-09-27,3,244.11,49.46,Card,C008392,In-store,EMP01910,764.81,81.94,False
INV0026089,ST01016,P00350,2022-01-19,3,4853.85,340.02,UPI,,In-store,EMP01618,14932.61,711.08,False
INV0026090,ST00641,P00681,2022-01-29,7,363.75,247.49,UPI,C024668,In-store,EMP01630,2712.54,413.78,False
INV0026091,ST00269,P00081,2023-06-17,6,2662.69,968.12,Cash,,Online,EMP01675,16808.98,1800.96,False
INV0026092,ST00059,P00945,2023-04-24,3,363.22,68.71,UPI,C038602,In-store,EMP02219,1143.46,122.51,False
INV0026093,ST00794,P00005,2024-05-26,1,1062.69,18.71,UPI,C005108,In-store,EMP01876,1169.26,125.28,False
INV0026094,ST00397,P00035,2022-03-18,7,246.97,222.98,Card,C004349,In-store,EMP01998,1581.1,75.29,False
INV0026095,ST00414,P00678,2023-08-23,2,641.2,105.16,Card,C002493,In-store,EMP01712,1236.1,58.86,False
INV0026096,ST00590,P00833,2023-04-12,1,565.37,61.54,Card,,In-store,EMP00337,594.52,90.69,False
INV0026097,ST00240,P00899,2023-08-12,2,1175.42,217.74,Cash,,In-store,EMP02841,2389.07,255.97,False
INV0026098,ST00764,P01085,2022-07-29,5,128.18,76.82,Cash,C023483,Online,EMP01899,631.77,67.69,False
INV0026099,ST00330,P00022,2024-10-14,5,1423.2,318.57,Card,,In-store,EMP00592,7137.3,339.87,False
INV0026100,ST00741,P00774,2024-10-03,4,284.79,28.08,UPI,,In-store,EMP01976,1166.63,55.55,False
INV0026101,ST00544,P00349,2023-09-19,3,281.66,32.67,Cash,C035860,In-store,EMP02026,909.79,97.48,False
INV0026102,ST00156,P01010,2022-12-11,6,788.55,316.37,Wallet,C029876,In-store,EMP02490,4944.72,529.79,False
INV0026103,ST00655,P00322,2022-11-14,3,112.98,21.04,Cash,,Online,EMP02384,375.12,57.22,False
INV0026104,ST00079,P00457,2024-05-24,4,1313.99,83.79,UPI,C009905,In-store,EMP00860,5430.78,258.61,False
INV0026105,ST00751,P00329,2022-07-16,1,28.57,1.58,UPI,,In-store,EMP02569,31.85,4.86,False
INV0026106,ST00396,P00772,2023-02-14,7,682.47,120.71,Wallet,C007591,In-store,EMP02495,4889.41,232.83,False
INV0026107,ST00705,P00994,2022-05-06,3,413.48,84.4,UPI,C033885,In-store,EMP00152,1294.76,138.72,False
INV0026108,ST00253,P00624,2023-08-05,7,391.99,225.84,UPI,C027178,In-store,EMP02651,2643.99,125.9,False
INV0026109,ST00428,P00385,2023-05-13,4,177.76,59.39,Card,C013311,Online,EMP01328,729.85,78.2,False
INV0026110,ST00321,P00369,2024-01-12,4,471.03,183.3,UPI,,In-store,EMP02763,1785.86,85.04,False
INV0026111,ST00264,P00753,2024-07-16,2,442.84,82.91,Card,,Kiosk,EMP01213,899.1,96.33,False
INV0026112,ST00360,P00686,2024-01-07,3,1289.82,104.01,UPI,C007695,In-store,EMP01617,4217.3,451.85,False
INV0026113,ST00057,P00266,2022-02-12,5,65.16,24.65,UPI,,In-store,EMP02009,316.21,15.06,False
INV0026114,ST00418,P00397,2024-07-20,3,780.78,48.33,Card,,In-store,EMP02893,2408.71,114.7,False
INV0026115,ST00130,P01041,2022-09-15,7,3897.61,2415.44,UPI,C008397,In-store,EMP02466,27851.97,2984.14,False
INV0026116,ST00545,P01045,2022-12-15,7,369.49,150.44,UPI,C003748,In-store,EMP01346,2728.31,292.32,False
INV0026117,ST00096,P00429,2023-05-25,3,3180.67,890.85,Card,C010248,In-store,EMP02469,9083.72,432.56,False
INV0026118,ST00010,P00878,2023-06-19,4,1799.86,646.63,UPI,C034114,In-store,EMP02945,6880.45,327.64,False
INV0026119,ST00462,P00080,2024-08-02,1,848.56,7.9,Cash,C029409,In-store,EMP01630,941.54,100.88,False
INV0026120,ST00313,P00958,2024-07-04,6,174.33,99.06,Card,C000867,In-store,EMP01372,994.27,47.35,False
INV0026121,ST00921,P00352,2022-06-16,2,145.42,10.77,Wallet,C025389,In-store,EMP01236,313.68,33.61,False
INV0026122,ST00278,P00700,2022-12-18,4,553.52,437.72,UPI,C007981,In-store,EMP00485,1865.18,88.82,False
INV0026123,ST00420,P00679,2023-07-13,6,335.09,56.68,Cash,,In-store,EMP01251,2188.32,234.46,False
INV0026124,ST00249,P00925,2022-08-19,1,326.13,27.07,Cash,C018259,Online,EMP01369,352.89,53.83,False
INV0026125,ST00934,P01053,2023-01-01,4,519.21,66.14,UPI,,In-store,EMP00654,2251.98,241.28,False
INV0026126,ST00829,P00404,2022-11-01,3,2093.32,536.52,UPI,C025071,Kiosk,EMP02760,6432.65,689.21,False
INV0026127,ST00181,P00595,2022-12-13,7,296.97,93.57,Cash,,In-store,EMP02544,2084.48,99.26,False
INV0026128,ST00264,P00728,2022-12-26,1,1825.62,88.16,UPI,C017539,In-store,EMP02083,1824.33,86.87,False
INV0026129,ST00196,P00645,2024-03-04,4,1482.85,552.05,UPI,,Online,EMP01399,6024.87,645.52,False
INV0026130,ST00159,P00368,2022-06-22,2,544.32,82.9,UPI,C000750,In-store,EMP00709,1126.43,120.69,False
INV0026131,ST00253,P00421,2024-07-20,1,5275.79,441.26,UPI,C007010,In-store,EMP00535,5076.26,241.73,False
INV0026132,ST00895,P00654,2022-07-19,1,130.4,9.11,UPI,C037313,In-store,EMP01747,127.35,6.06,False
INV0026133,ST00482,P01034,2024-08-10,1,739.15,65.69,Card,C017786,In-store,EMP00874,707.13,33.67,False
INV0026134,ST00403,P00079,2022-02-27,5,309.09,340.81,Card,,In-store,EMP01032,1421.48,216.84,False
INV0026135,ST00201,P00250,2024-10-25,6,1191.89,515.93,Cash,,In-store,EMP01532,7431.66,796.25,False
